Id,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,DOB,pension,employer_url,location,total_wages
15075,Saurashtra University,74988.0,140976.0,0.0,0.0,0.0,0.0,44.82,11-04-1969,2.00% @ 62,saurashtrauniversity.edu,,44866.28
15076,Gujarat Forensic Sciences University,28079.4,41432.76,0.0,0.0,0.0,,0.0,14-08-1985,,gfsu.edu.in,Gandhinagar,3446.6
15077,Maharaja Krishnakumarsinhji Bhavnagar University,28079.4,41432.76,0.0,,0.0,,0.0,17-05-1984,,www.mkbhavuni.edu.in,,130.63
15078,Maharaja Krishnakumarsinhji Bhavnagar University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,20-11-1971,,www.mkbhavuni.edu.in,,92.3
15079,Saurashtra University,22879.56,38749.56,0.0,0.0,270.0,,0.0,02-04-1973,,saurashtrauniversity.edu,Rajkot,270.0
15080,Sardar Patel University,49512.0,66192.0,0.0,0.0,0.0,,23270.64,25-04-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,,18508.52
15081,Maharaja Krishnakumarsinhji Bhavnagar University,32832.0,57672.0,4187.66,0.0,1049.76,,1385.76,03-08-1950,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar,38078.61
15082,Gujarat University,28152.0,66204.0,0.0,0.0,0.0,,0.0,12-08-1967,,gujaratuniversity.org.in,,2256.0
15083,Gujarat Technological University,56316.0,98904.0,0.0,428.05,0.0,0.0,1469.31,13-07-1971,2.00% @ 55,gtu.ac.in,Ahmedabad,7625.67
15084,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,3388.0,0.0,0.0,23-04-1983,,www.guts.education,Ahmedabad,6090.0
15085,Sardar Patel University,85188.0,150792.0,0.0,0.0,0.0,,9329.16,25-08-1977,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar,107015.68
15086,Sardarkrushinagar Dantiwada Agricultural University,67656.0,143952.0,0.0,0.0,0.0,0.0,9084.24,26-10-1987,2.00% @ 60,sdau.edu.in,Palanpur,90458.6
15087,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,3017.0,0.0,0.0,13-06-1957,,ddu.ac.in,Nadiad,3017.0
15088,Bhakta Kavi Narsinh Mehta University,37380.0,65700.0,0.0,0.0,650.0,,17631.72,02-05-1953,2.00% @ 55,www.bknmu.edu.in,Junagadh,54634.16
15089,Dharamsinh Desai University,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,09-07-1964,,ddu.ac.in,Nadiad,10422.0
15090,Anand Agricultural University,22879.56,38749.56,0.0,0.0,5684.7,0.0,0.0,05-04-1987,,www.aau.in,,5938.2
15091,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,21-01-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,,3825.0
15092,Maharaja Sayajirao University of Baroda,28152.0,66204.0,0.0,,0.0,0.0,0.0,01-10-1967,,msubaroda.ac.in,Vadodara,10934.4
15093,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,,0.0,,0.0,04-09-1978,,gfsu.edu.in,,11551.3
15094,Bhakta Kavi Narsinh Mehta University,59076.0,131088.0,0.0,0.0,11972.66,,17631.72,13-10-1977,2.00% @ 62,www.bknmu.edu.in,,135742.98
15095,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,457.6,0.0,0.0,27-07-1971,,sdau.edu.in,Palanpur,457.6
15096,Gujarat Technological University,22879.56,38749.56,0.0,0.0,590.7,,0.0,07-02-1971,,gtu.ac.in,,590.7
15097,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,430.5,0.0,0.0,03-07-1964,,ddu.ac.in,Nadiad,430.5
15098,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,0.0,1446.77,,22015.08,06-06-1970,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,22347.91
15099,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,08-02-1978,,sdau.edu.in,,1144.0
15100,Maharaja Sayajirao University of Baroda,49512.0,66192.0,0.0,0.0,0.0,0.0,22.41,19-10-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,14916.07
15101,Sardar Patel University,62340.0,88932.0,0.0,0.0,1023.79,0.0,9797.64,15-01-1956,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar,69772.79
15102,Sardarkrushinagar Dantiwada Agricultural University,39456.0,73944.0,0.0,0.0,650.0,0.0,17631.72,25-06-1964,2.00% @ 55,sdau.edu.in,Palanpur,57761.32
15103,Anand Agricultural University,22879.56,291194.4,0.0,0.0,0.0,,0.0,16-07-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand,2396.0
15104,Saurashtra University,22879.56,38749.56,0.0,0.0,0.0,,0.0,02-10-1975,,saurashtrauniversity.edu,Rajkot,4995.0
15105,Dr. Babasaheb Ambedkar Open University,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,09-08-1958,,baou.edu.in,Ahmedabad,1946.0
15106,Gujarat Forensic Sciences University,59076.0,131088.0,0.0,0.0,7000.0,0.0,6771.24,06-04-1975,2.00% @ 62,gfsu.edu.in,Gandhinagar,29732.76
15107,Saurashtra University,28152.0,66204.0,0.0,0.0,624.0,0.0,0.0,25-07-1950,,saurashtrauniversity.edu,Rajkot,1855.47
15108,Gujarat Technological University,85188.0,150792.0,0.0,0.0,0.0,0.0,17631.72,16-02-1979,2.00% @ 55,gtu.ac.in,Ahmedabad,101483.64
15109,Gujarat University of Transplantation Sciences,37116.0,65196.0,0.0,0.0,734.06,,23270.64,13-07-1953,2.00% @ 55,www.guts.education,Ahmedabad,46675.24
15110,Raksha Shakti University,46764.0,82152.0,0.0,0.0,650.0,0.0,23270.64,04-01-1978,2.00% @ 55,rsu.ac.in,Ahmedabad,63442.4
15111,Sardar Patel University,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,08-06-1972,,spuvvn.edu,Vallabh Vidhyanagar,7660.0
15112,Gujarat University,85188.0,150792.0,0.0,0.0,4992.5,0.0,116.85,07-06-1968,,gujaratuniversity.org.in,Ahmedabad,60036.87
15113,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,1092.3,0.0,0.0,10-08-1980,,gfsu.edu.in,Gandhinagar,1092.3
15114,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,484.0,0.0,0.0,10-01-1955,,sdau.edu.in,Palanpur,484.0
15115,Saurashtra University,59076.0,131088.0,0.0,0.0,0.0,,302.41,20-10-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,8942.8
15116,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,5089.25,,0.0,25-01-1980,,msubaroda.ac.in,Vadodara,5677.75
15117,Gujarat National Law University,67656.0,143952.0,0.0,,0.0,0.0,16972.1,15-05-1974,2.00% @ 55,gnlu.ac.in,,73459.64
15118,Sardarkrushinagar Dantiwada Agricultural University,37380.0,65700.0,0.0,0.0,650.0,0.0,23270.64,20-01-1988,2.00% @ 62,sdau.edu.in,Palanpur,48827.84
15119,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,,3352.75,,0.0,10-04-1985,,gfsu.edu.in,,5414.35
15120,Gujarat Technological University,26928.0,38172.0,0.0,0.0,903.84,0.0,67.23,13-04-1974,,gtu.ac.in,Ahmedabad,8940.55
15121,Gujarat University,49512.0,66192.0,0.0,0.0,8693.65,,2136.18,09-04-1988,2.00% @ 62,gujaratuniversity.org.in,,32892.82
15122,Saurashtra University,22879.56,38749.56,0.0,0.0,3302.55,0.0,0.0,03-08-1974,,saurashtrauniversity.edu,Rajkot,3302.55
15123,Gujarat Forensic Sciences University,22879.56,112317.84,0.0,,2879.75,0.0,0.0,10-06-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,2879.75
15124,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,,0.0,0.0,1769.64,22-02-1985,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,24580.4
15125,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,0.0,273.0,,0.0,03-01-1974,,www.mkbhavuni.edu.in,,273.0
15126,Dr. Babasaheb Ambedkar Open University,59076.0,131088.0,0.0,,0.0,,0.0,21-07-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad,2887.6
15127,Gujarat University,37380.0,65700.0,28.27,0.0,650.0,,9237.72,27-04-1982,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,46780.55
15128,Sardar Patel University,56316.0,98904.0,0.0,0.0,0.0,,0.0,01-10-1987,2.00% @ 60,spuvvn.edu,Vallabh Vidhyanagar,192.0
15129,Gujarat Technological University,22879.56,38749.56,0.0,0.0,7359.27,0.0,0.0,16-01-1980,,gtu.ac.in,Ahmedabad,7359.27
15130,Veer Narmad South Gujarat University,22879.56,38749.56,0.0,0.0,55.0,,0.0,09-03-1973,,vnsgu.ac.in,Surat,55.0
15131,Saurashtra University,28079.4,41432.76,0.0,0.0,0.0,,0.0,21-01-1950,,saurashtrauniversity.edu,,3443.85
15132,Gujarat University,31200.0,48888.0,0.0,0.0,2429.95,0.0,8998.68,02-06-1988,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,34622.49
15133,Saurashtra University,59076.0,131088.0,0.0,0.0,4603.56,0.0,26115.72,07-05-1951,2.00% @ 55,saurashtrauniversity.edu,,52981.04
15134,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,5893.75,,0.0,11-04-1951,,www.guts.education,Ahmedabad,9705.25
15135,Ganpat University,59076.0,131088.0,0.0,0.0,2124.2,0.0,9220.29,09-07-1971,2.00% @ 60,gu.ac.in,,47072.94
15136,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,157.5,0.0,0.0,06-08-1985,,sdau.edu.in,,1106.5
15137,Gujarat Ayurved University,132.0,2880.0,0.0,,810.0,,0.0,04-04-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,ayurveduniversity.edu.in,,810.0
15138,Gujarat Technological University,22879.56,38749.56,0.0,0.0,363.0,,0.0,19-08-1976,,gtu.ac.in,Ahmedabad,363.0
15139,Saurashtra University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,08-02-1963,,saurashtrauniversity.edu,,2044.3
15140,Shri Govind Guru University,22879.56,38749.56,0.0,0.0,335.26,,0.0,11-10-1972,,sggu.ac.in,,335.26
15141,Gujarat University,22879.56,38749.56,0.0,0.0,55.0,0.0,0.0,11-11-1972,,gujaratuniversity.org.in,Ahmedabad,55.0
15142,Veer Narmad South Gujarat University,59076.0,131088.0,0.0,0.0,0.0,,0.0,07-02-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat,11450.2
15143,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,444.0,,0.0,08-07-1969,,sdau.edu.in,,2796.0
15144,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,,5748.8,0.0,0.0,13-08-1954,,www.mkbhavuni.edu.in,Bhavnagar,6947.8
15145,Navsari Agricultural University,22879.56,38749.56,0.0,0.0,2179.1,0.0,0.0,17-04-1971,,www.nau.in,Navsari,2179.1
15146,Gujarat Forensic Sciences University,28152.0,66204.0,0.0,0.0,0.0,0.0,7812.24,12-08-1964,2.00% @ 62,gfsu.edu.in,Gandhinagar,15222.0
15147,Veer Narmad South Gujarat University,46764.0,82152.0,0.0,0.0,1094.2,,23270.64,17-03-1964,2.00% @ 55,vnsgu.ac.in,,68488.38
15148,Sardar Patel University,54648.0,77856.0,0.0,0.0,0.0,,3741.98,13-09-1958,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar,22670.45
15149,Hemchandracharya North Gujarat University,60864.0,213120.0,0.0,45479.09,1539.0,0.0,17639.19,15-04-1954,2.00% @ 55,ngu.ac.in,Patan,198958.83
15150,Gujarat Ayurved University,22879.56,38749.56,0.0,0.0,99.0,,0.0,24-03-1984,,ayurveduniversity.edu.in,Jamnagar,99.0
15151,Bhakta Kavi Narsinh Mehta University,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,20-05-1981,,www.bknmu.edu.in,,6445.75
15152,Hemchandracharya North Gujarat University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,06-01-1955,,ngu.ac.in,,5323.66
15153,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,117.0,,0.0,07-11-1989,,msubaroda.ac.in,Vadodara,117.0
15154,Raksha Shakti University,60864.0,213120.0,0.0,0.0,90.0,0.0,9237.72,02-05-1989,2.00% @ 55,rsu.ac.in,Ahmedabad,138371.04
15155,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,935.0,,0.0,01-02-1975,,www.guts.education,,935.0
15156,Anand Agricultural University,22879.56,38749.56,0.0,0.0,1846.0,0.0,0.0,01-11-1969,,www.aau.in,,1846.0
15157,Gujarat University,67656.0,143952.0,0.0,0.0,0.0,,23270.64,03-03-1983,2.00% @ 60,gujaratuniversity.org.in,Ahmedabad,80131.38
15158,Maharaja Krishnakumarsinhji Bhavnagar University,39456.0,73944.0,0.0,0.0,650.0,,8998.68,11-05-1981,2.00% @ 55,www.mkbhavuni.edu.in,,50982.08
15159,Gujarat Technological University,28079.4,41432.76,0.0,0.0,0.0,,0.0,02-02-1967,,gtu.ac.in,,1451.25
15160,Gujarat University,49512.0,66192.0,0.0,0.0,12961.56,0.0,14272.82,12-06-1968,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,51825.96
15161,Hemchandracharya North Gujarat University,46764.0,82152.0,0.0,,650.0,,9329.16,13-11-1959,2.00% @ 60,ngu.ac.in,Patan,51433.76
15162,Gujarat University of Transplantation Sciences,44712.0,157800.0,0.0,0.0,236.5,,16613.64,24-05-1979,2.00% @ 62,www.guts.education,,112778.92
15163,Sardar Patel University,28152.0,66204.0,0.0,0.0,0.0,,0.0,15-05-1968,,spuvvn.edu,,1587.0
15164,Gujarat University,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,09-06-1957,,gujaratuniversity.org.in,,2614.8
15165,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,,8206.95,0.0,17631.72,04-07-1973,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,45495.43
15166,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,1079.1,0.0,0.0,23-09-1962,,ddu.ac.in,Nadiad,1079.1
15167,Navsari Agricultural University,56316.0,98904.0,0.0,0.0,855.0,0.0,17631.72,12-02-1988,2.00% @ 55,www.nau.in,Navsari,66888.88
15168,Institute of Infrastructure Technology Research and Management,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,22-05-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,iitram.ac.in,Ahmedabad,4942.92
15169,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,0.0,5946.4,0.0,1769.64,03-10-1987,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar,44734.0
15170,Bhakta Kavi Narsinh Mehta University,39456.0,73944.0,0.0,0.0,650.0,0.0,9329.16,22-11-1981,2.00% @ 55,www.bknmu.edu.in,,43583.62
15171,Gujarat University,59076.0,131088.0,0.0,0.0,14361.8,0.0,1769.64,26-11-1976,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,64611.2
15172,Gujarat National Law University,22879.56,38749.56,0.0,0.0,352.0,0.0,0.0,23-08-1988,,gnlu.ac.in,Gandhinagar,2839.94
15173,Shri Govind Guru University,67656.0,143952.0,0.0,0.0,10826.92,,19123.71,16-10-1957,2.00% @ 55,sggu.ac.in,Godhra,95441.67
15174,Gujarat Ayurved University,22879.56,38749.56,0.0,0.0,1240.11,,0.0,02-11-1984,,ayurveduniversity.edu.in,,1240.11
15175,Saurashtra University,22879.56,291194.4,0.0,0.0,0.0,,0.0,10-06-1986,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,3000.0
15176,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,3491.95,0.0,0.0,08-03-1972,,gfsu.edu.in,,3491.95
15177,Gujarat Technological University,22879.56,38749.56,0.0,0.0,311.3,0.0,0.0,06-08-1967,,gtu.ac.in,Ahmedabad,311.3
15178,Navsari Agricultural University,23587.2,324000.0,0.0,0.0,2100.0,,0.0,17-07-1968,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari,2100.0
15179,Institute of Infrastructure Technology Research and Management,85188.0,150792.0,0.0,0.0,500.0,,23270.64,27-05-1975,2.00% @ 55,iitram.ac.in,,93824.88
15180,Gujarat Technological University,22879.56,38749.56,0.0,0.0,8947.5,0.0,0.0,17-09-1975,,gtu.ac.in,Ahmedabad,12142.5
15181,Gujarat Technological University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,11-05-1961,,gtu.ac.in,,1569.1
15182,Gujarat Forensic Sciences University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,23-09-1950,,gfsu.edu.in,,169.0
15183,Gujarat Technological University,22879.56,38749.56,0.0,,1526.8,0.0,0.0,18-09-1959,,gtu.ac.in,Ahmedabad,1526.8
15184,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,2220.75,0.0,0.0,05-07-1981,,iitram.ac.in,Ahmedabad,2220.75
15185,Dharamsinh Desai University,85188.0,150792.0,0.0,0.0,6197.1,,14562.57,22-03-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,Nadiad,49817.99
15186,Bhakta Kavi Narsinh Mehta University,59076.0,131088.0,0.0,0.0,0.0,,0.0,05-04-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,,11450.2
15187,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,16-05-1965,,msubaroda.ac.in,,88.0
15188,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,1878.75,,0.0,01-05-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,3135.7
15189,Gujarat Technological University,22879.56,38749.56,0.0,0.0,3146.5,,0.0,13-08-1985,,gtu.ac.in,Ahmedabad,5750.5
15190,Sardar Patel University,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,21-03-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar,3202.98
15191,Navsari Agricultural University,31200.0,53496.0,0.0,0.0,994.16,,17631.72,24-07-1954,2.00% @ 55,www.nau.in,Navsari,42301.53
15192,Anand Agricultural University,41640.0,77832.0,0.0,,650.0,,8467.91,20-07-1963,2.00% @ 62,www.aau.in,,43709.36
15193,Krantiguru Shyamji Krishna Verma Kachchh University,49512.0,66192.0,0.0,0.0,260.99,,0.0,07-06-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,kskvku.digitaluniversity.ac,Bhuj,593.16
15194,Gujarat Forensic Sciences University,39516.0,69396.0,0.0,0.0,650.0,0.0,8082.0,23-03-1953,2.00% @ 62,gfsu.edu.in,Gandhinagar,45133.92
15195,Dharamsinh Desai University,31200.0,48888.0,0.0,1027.07,3228.4,,9588.03,17-08-1954,2.00% @ 62,ddu.ac.in,Nadiad,21567.35
15196,Hemchandracharya North Gujarat University,22879.56,38749.56,0.0,0.0,4305.0,0.0,0.0,06-06-1954,,ngu.ac.in,Patan,6840.0
15197,Sardar Patel University,59076.0,131088.0,0.0,0.0,0.0,,0.0,15-03-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,,5775.2
15198,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,358.05,0.0,0.0,19-01-1955,,msubaroda.ac.in,Vadodara,358.05
15199,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,0.0,18774.57,,0.0,04-09-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,,31395.65
15200,Hemchandracharya North Gujarat University,28079.4,41432.76,0.0,0.0,0.0,,0.0,25-10-1982,,ngu.ac.in,Patan,1111.5
15201,Gujarat University,22879.56,38749.56,0.0,0.0,2518.0,,0.0,09-06-1950,,gujaratuniversity.org.in,,2518.0
15202,Sardar Patel University,67656.0,143952.0,0.0,0.0,13365.39,0.0,10778.64,23-07-1965,2.00% @ 60,spuvvn.edu,Vallabh Vidhyanagar,102252.63
15203,Dr. Babasaheb Ambedkar Open University,14496.0,38028.0,0.0,0.0,4318.0,,0.0,05-11-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad,4318.0
15204,Gujarat Forensic Sciences University,59076.0,131088.0,0.0,,0.0,,0.0,24-02-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,4757.01
15205,Institute of Infrastructure Technology Research and Management,42048.0,59172.0,2114.59,0.0,1023.79,0.0,23270.64,11-07-1969,2.00% @ 55,iitram.ac.in,Ahmedabad,43617.1
15206,Maharaja Krishnakumarsinhji Bhavnagar University,30024.0,108996.0,0.0,,20.0,0.0,3106.36,01-02-1966,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,24604.2
15207,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,0.0,3519.78,0.0,23270.64,17-09-1978,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,48634.56
15208,Saurashtra University,44712.0,157800.0,0.0,0.0,-54.19,0.0,9869.32,21-09-1976,2.00% @ 62,saurashtrauniversity.edu,Rajkot,46455.87
15209,Shri Govind Guru University,28152.0,66204.0,0.0,0.0,1586.4,0.0,0.0,15-01-1966,,sggu.ac.in,Godhra,5957.58
15210,Gujarat University,30024.0,108996.0,0.0,10305.9,75.5,0.0,1443.44,15-08-1965,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,56193.09
15211,Gujarat Forensic Sciences University,97968.0,132624.0,0.0,0.0,10090.58,,9869.32,14-04-1976,2.00% @ 62,gfsu.edu.in,Gandhinagar,56010.68
15212,Gujarat National Law University,54648.0,77856.0,0.0,,819.03,0.0,23270.64,05-08-1985,2.00% @ 55,gnlu.ac.in,Gandhinagar,55330.07
15213,Gujarat Technological University,59076.0,131088.0,0.0,0.0,5043.4,,0.0,07-03-1961,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,,17824.4
15214,Saurashtra University,50148.0,71304.0,0.0,0.0,966.03,0.0,17631.72,05-11-1973,2.00% @ 62,saurashtrauniversity.edu,,54235.35
15215,Raksha Shakti University,60864.0,213120.0,0.0,,60.0,,23270.64,27-11-1951,2.00% @ 62,rsu.ac.in,Ahmedabad,134387.16
15216,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,1292.5,,0.0,23-10-1974,,msubaroda.ac.in,Vadodara,1292.5
15217,Gujarat University of Transplantation Sciences,33060.0,58080.0,617.21,0.0,0.0,0.0,6165.95,22-05-1988,2.00% @ 62,www.guts.education,Ahmedabad,14739.29
15218,Gujarat Forensic Sciences University,28152.0,66204.0,0.0,0.0,0.0,0.0,2283.51,20-02-1965,2.00% @ 62,gfsu.edu.in,Gandhinagar,3644.79
15219,Sardar Patel University,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,27-02-1972,,spuvvn.edu,Vallabh Vidhyanagar,704.8
15220,Gujarat Technological University,49512.0,66192.0,0.0,0.0,0.0,,9237.72,05-05-1980,2.00% @ 62,gtu.ac.in,,46161.04
15221,Gujarat Technological University,44712.0,157800.0,0.0,17170.45,149.5,0.0,23278.11,05-01-1975,2.00% @ 55,gtu.ac.in,Ahmedabad,108893.67
15222,Gujarat University,22879.56,38749.56,0.0,0.0,1598.4,,0.0,10-03-1973,,gujaratuniversity.org.in,Ahmedabad,1598.4
15223,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,0.0,3982.7,,0.0,03-08-1970,,www.mkbhavuni.edu.in,Bhavnagar,3982.7
15224,Gujarat University,52464.0,125736.0,0.0,0.0,650.0,0.0,9237.72,22-08-1965,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,59787.28
15225,Gujarat Technological University,85188.0,150792.0,0.0,,0.0,0.0,0.0,08-07-1951,,gtu.ac.in,,51287.0
15226,Sardar Patel University,59076.0,131088.0,0.0,0.0,120.0,,16757.64,02-07-1954,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar,77815.84
15227,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,04-01-1984,,msubaroda.ac.in,Vadodara,520.0
15228,Saurashtra University,22879.56,38749.56,0.0,0.0,420.0,,0.0,16-01-1957,,saurashtrauniversity.edu,,420.0
15229,Sardarkrushinagar Dantiwada Agricultural University,44712.0,157800.0,0.0,0.0,258.0,0.0,23270.64,19-07-1956,2.00% @ 55,sdau.edu.in,Palanpur,99329.84
15230,Dharamsinh Desai University,59076.0,131088.0,0.0,0.0,1902.0,0.0,9237.72,06-09-1989,2.00% @ 62,ddu.ac.in,,73984.68
15231,Sardar Patel University,31200.0,48888.0,2073.66,0.0,1829.82,,10543.17,16-02-1981,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar,27506.31
15232,Shri Govind Guru University,62484.0,79848.0,0.0,2313.83,0.0,0.0,0.0,06-09-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,,4857.08
15233,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0.0,,2409.0,,0.0,09-01-1988,,www.bknmu.edu.in,,2409.0
15234,Anand Agricultural University,46764.0,82152.0,0.0,0.0,695.0,,23270.64,14-09-1978,2.00% @ 62,www.aau.in,,51203.8
15235,Krantiguru Shyamji Krishna Verma Kachchh University,22879.56,38749.56,0.0,0.0,6242.4,0.0,0.0,09-06-1980,,kskvku.digitaluniversity.ac,,6242.4
15236,Saurashtra University,28152.0,66204.0,0.0,0.0,528.8,,0.0,09-04-1987,,saurashtrauniversity.edu,Rajkot,1586.4
15237,Saurashtra University,73740.0,93456.0,0.0,0.0,1527.64,0.0,23510.64,22-09-1953,2.00% @ 55,saurashtrauniversity.edu,,89238.36
15238,Dharamsinh Desai University,44712.0,157800.0,0.0,0.0,659.0,,17631.72,25-03-1981,2.00% @ 60,ddu.ac.in,Nadiad,57631.36
15239,Gujarat University,22879.56,38749.56,0.0,,2930.25,0.0,0.0,13-01-1955,,gujaratuniversity.org.in,,4597.75
15240,Shri Govind Guru University,28152.0,66204.0,0.0,0.0,4068.78,,0.0,01-05-1955,,sggu.ac.in,,15243.04
15241,Gujarat National Law University,59076.0,131088.0,0.0,0.0,0.0,,2337.24,27-01-1951,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar,11863.14
15242,Gujarat University of Transplantation Sciences,59076.0,131088.0,0.0,0.0,358.26,,0.0,15-03-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,,9698.1
15243,Gujarat National Law University,34152.0,59976.0,6471.64,0.0,650.0,0.0,9237.72,08-02-1986,2.00% @ 55,gnlu.ac.in,,50502.96
15244,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,,2420.0,0.0,0.0,02-08-1963,,iitram.ac.in,Ahmedabad,2420.0
